Nivel,Nivel_Nombre,Codigo,Descripcion,Codigo_Padre,Cod_Seccion,Desc_Seccion,Cod_Division,Desc_Division,Cod_Grupo,Desc_Grupo,Cod_Clase,Desc_Clase,Cod_Subclase,Desc_Subclase
5,Subclase,21210,"FILETES DE PESCADO, OTRAS CARNES DE PESCADO E HIGADOS Y HUEVAS DE PESCADO, FRESCOS O REFRIGERADOS",2121,2,"PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO; TEXTILES, PRENDAS DE VESTIR Y PRODUCTOS DE CUERO",21,"CARNE, PESCADO, FRUTAS, LEGUMBRES, ACEITES Y GRASAS",212,PESCADO PREPARADO O EN CONSERVA,2121,"FILETES DE PESCADO, OTRAS CARNES DE PESCADO E HIGADOS Y HUEVAS DE PESCADO, FRESCOS O REFRIGERADOS",21210,"FILETES DE PESCADO, OTRAS CARNES DE PESCADO E HIGADOS Y HUEVAS DE PESCADO, FRESCOS O REFRIGERADOS"
5,Subclase,21220,"PESCADO, FILETES DE PESCADO, OTRAS CARNES DE PESCADO E HIGADOS Y HUEVAS DE PESCADO, CONGELADOS",2122,2,"PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO; TEXTILES, PRENDAS DE VESTIR Y PRODUCTOS DE CUERO",21,"CARNE, PESCADO, FRUTAS, LEGUMBRES, ACEITES Y GRASAS",212,PESCADO PREPARADO O EN CONSERVA,2122,PESCADO  FILETES DE PESCADO  OTRAS CARNES DE PESCADO E HIGADOS Y HUEVAS DE PESCADO  CONGELADOS,21220,"PESCADO, FILETES DE PESCADO, OTRAS CARNES DE PESCADO E HIGADOS Y HUEVAS DE PESCADO, CONGELADOS"
5,Subclase,21230,"PESCADO, SECO, SALADO O EN SALMUERA; PESCADO AHUMADO; HARINA DE PESCADO COMESTIBLE",2123,2,"PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO; TEXTILES, PRENDAS DE VESTIR Y PRODUCTOS DE CUERO",21,"CARNE, PESCADO, FRUTAS, LEGUMBRES, ACEITES Y GRASAS",212,PESCADO PREPARADO O EN CONSERVA,2123,PESCADO  SECO  SALADO O EN SALMUERA; PESCADO AHUMADO; HARINA DE PESCADO COMESTIBLE,21230,"PESCADO, SECO, SALADO O EN SALMUERA; PESCADO AHUMADO; HARINA DE PESCADO COMESTIBLE"
5,Subclase,21240,PESCADO PREPARADO O CONSERVADO DE OTRA MANERA; CAVIAR,2124,2,"PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO; TEXTILES, PRENDAS DE VESTIR Y PRODUCTOS DE CUERO",21,"CARNE, PESCADO, FRUTAS, LEGUMBRES, ACEITES Y GRASAS",212,PESCADO PREPARADO O EN CONSERVA,2124,PESCADO  PREPARADO O CONSERVADO DE OTRA MANERA; CAVIAR,21240,PESCADO PREPARADO O CONSERVADO DE OTRA MANERA; CAVIAR
5,Subclase,21250,"CRUSTACEOS CONGELADOS; MOLUSCOS Y OTROS INVERTEBRADOS ACUATICOS, CONGELADOS, SECOS, SALADOS O EN SALMUERA",2125,2,"PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO; TEXTILES, PRENDAS DE VESTIR Y PRODUCTOS DE CUERO",21,"CARNE, PESCADO, FRUTAS, LEGUMBRES, ACEITES Y GRASAS",212,PESCADO PREPARADO O EN CONSERVA,2125,CRUSTACEOS  CONGELADOS; MOLUSCOS Y OTROS INVERTEBRADOS ACUATICOS  CONGELADOS  SECOS  SALADOS O EN SALMUERA,21250,"CRUSTACEOS CONGELADOS; MOLUSCOS Y OTROS INVERTEBRADOS ACUATICOS, CONGELADOS, SECOS, SALADOS O EN SALMUERA"
5,Subclase,21260,"CRUSTACEOS, MOLUSCOS Y OTROS INVERTEBRADOS ACUATICOS, PREPARADOS O CONSERVADOS DE OTRA MANERA",2126,2,"PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO; TEXTILES, PRENDAS DE VESTIR Y PRODUCTOS DE CUERO",21,"CARNE, PESCADO, FRUTAS, LEGUMBRES, ACEITES Y GRASAS",212,PESCADO PREPARADO O EN CONSERVA,2126,CRUSTACEOS  MOLUSCOS Y OTROS INVERTEBRADOS ACUATICOS  PREPARADOS O CONSERVADOS DE OTRA MANERA,21260,"CRUSTACEOS, MOLUSCOS Y OTROS INVERTEBRADOS ACUATICOS, PREPARADOS O CONSERVADOS DE OTRA MANERA"
5,Subclase,21291,"HARINAS Y GRANULOS NO COMESTIBLES, DE PESCADO, CRUSTACEOS, MOLUSCOS U OTROS INVERTEBRADOS ACUATICOS",2129,2,"PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO; TEXTILES, PRENDAS DE VESTIR Y PRODUCTOS DE CUERO",21,"CARNE, PESCADO, FRUTAS, LEGUMBRES, ACEITES Y GRASAS",212,PESCADO PREPARADO O EN CONSERVA,2129,HARINAS Y GRANULOS  NO COMESTIBLES  Y OTROS PRODUCTOS N.C.P.  DE PESCADO O DE CRUSTACEOS  MOLUSCOS U OTROS INVERTEBRADOS ACUATICOS; PESCADO  CRUSTACEOS  MOLUSCOS U OTROS INVERTEBRADOS ACUATICOS MUERTOS  NO APTOS PARA EL CONSUMO HUMANO,21291,"HARINAS Y GRANULOS NO COMESTIBLES, DE PESCADO, CRUSTACEOS, MOLUSCOS U OTROS INVERTEBRADOS ACUATICOS"
5,Subclase,21299,"PRODUCTOS N.C.P. DE PESCADO, CRUSTACEOS, MOLUSCOS U OTROS INVERTEBRADOS ACUATICOS; PESCADO, CRUSTACEOS, MOLUSCOS U OTROS INVERTEBRADOS ACUATICOS MUERTOS, NO APTOS PARA EL CONSUMO HUMANO",2129,2,"PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO; TEXTILES, PRENDAS DE VESTIR Y PRODUCTOS DE CUERO",21,"CARNE, PESCADO, FRUTAS, LEGUMBRES, ACEITES Y GRASAS",212,PESCADO PREPARADO O EN CONSERVA,2129,HARINAS Y GRANULOS  NO COMESTIBLES  Y OTROS PRODUCTOS N.C.P.  DE PESCADO O DE CRUSTACEOS  MOLUSCOS U OTROS INVERTEBRADOS ACUATICOS; PESCADO  CRUSTACEOS  MOLUSCOS U OTROS INVERTEBRADOS ACUATICOS MUERTOS  NO APTOS PARA EL CONSUMO HUMANO,21299,"PRODUCTOS N.C.P. DE PESCADO, CRUSTACEOS, MOLUSCOS U OTROS INVERTEBRADOS ACUATICOS; PESCADO, CRUSTACEOS, MOLUSCOS U OTROS INVERTEBRADOS ACUATICOS MUERTOS, NO APTOS PARA EL CONSUMO HUMANO"
5,Subclase,21310,"LEGUMBRES (SIN COCER O COCIDAS AL VAPOR O EN AGUA), CONGELADAS",2131,2,"PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO; TEXTILES, PRENDAS DE VESTIR Y PRODUCTOS DE CUERO",21,"CARNE, PESCADO, FRUTAS, LEGUMBRES, ACEITES Y GRASAS",213,LEGUMBRES PREPARADAS O EN CONSERVA,2131,LEGUMBRES (SIN COCER O COCIDAS AL VAPOR O EN AGUA)  CONGELADAS,21310,"LEGUMBRES (SIN COCER O COCIDAS AL VAPOR O EN AGUA), CONGELADAS"
5,Subclase,21320,"LEGUMBRES, CONSERVADAS PROVISIONALMENTE",2132,2,"PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO; TEXTILES, PRENDAS DE VESTIR Y PRODUCTOS DE CUERO",21,"CARNE, PESCADO, FRUTAS, LEGUMBRES, ACEITES Y GRASAS",213,LEGUMBRES PREPARADAS O EN CONSERVA,2132,LEGUMBRES CONSERVADAS PROVISIONALMENTE,21320,"LEGUMBRES, CONSERVADAS PROVISIONALMENTE"
5,Subclase,21390,"OTRAS LEGUMBRES EN CONSERVA (INCLUSO SECAS, ENVASADAS O CONSERVADAS EN VINAGRE)",2139,2,"PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO; TEXTILES, PRENDAS DE VESTIR Y PRODUCTOS DE CUERO",21,"CARNE, PESCADO, FRUTAS, LEGUMBRES, ACEITES Y GRASAS",213,LEGUMBRES PREPARADAS O EN CONSERVA,2139,OTRAS LEGUMBRES EN CONSERVA (INCLUSO SECAS  ENVASADAS O CONSERVADAS EN VINAGRE),21390,"OTRAS LEGUMBRES EN CONSERVA (INCLUSO SECAS, ENVASADAS O CONSERVADAS EN VINAGRE)"
5,Subclase,21400,JUGOS DE FRUTAS Y DE LEGUMBRES,2140,2,"PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO; TEXTILES, PRENDAS DE VESTIR Y PRODUCTOS DE CUERO",21,"CARNE, PESCADO, FRUTAS, LEGUMBRES, ACEITES Y GRASAS",214,JUGOS DE FRUTAS Y DE LEGUMBRES,2140,JUGOS DE FRUTAS Y DE LEGUMBRES,21400,JUGOS DE FRUTAS Y DE LEGUMBRES
5,Subclase,21510,"FRUTAS Y NUECES, SIN COCER O COCIDAS AL VAPOR O EN AGUA, CONGELADAS",2151,2,"PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO; TEXTILES, PRENDAS DE VESTIR Y PRODUCTOS DE CUERO",21,"CARNE, PESCADO, FRUTAS, LEGUMBRES, ACEITES Y GRASAS",215,FRUTAS Y NUECES PREPARADAS O CONSERVADAS,2151,FRUTAS Y NUECES  SIN COCER O COCIDAS AL VAPOR O EN AGUA  CONGELADAS,21510,"FRUTAS Y NUECES, SIN COCER O COCIDAS AL VAPOR O EN AGUA, CONGELADAS"
5,Subclase,21520,"COMPOTAS, JALEAS DE FRUTAS Y PURES Y PASTAS DE FRUTAS O NUECES",2152,2,"PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO; TEXTILES, PRENDAS DE VESTIR Y PRODUCTOS DE CUERO",21,"CARNE, PESCADO, FRUTAS, LEGUMBRES, ACEITES Y GRASAS",215,FRUTAS Y NUECES PREPARADAS O CONSERVADAS,2152,COMPOTAS  JALEAS DE FRUTAS Y PURES Y PASTAS DE FRUTAS O NUECES,21520,"COMPOTAS, JALEAS DE FRUTAS Y PURES Y PASTAS DE FRUTAS O NUECES"
5,Subclase,21530,"NUECES, CACAHUETES (MANIES), ETC., ASADOS, SALADOS O CONSERVADOS DE OTRA MANERA N.C.P.",2153,2,"PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO; TEXTILES, PRENDAS DE VESTIR Y PRODUCTOS DE CUERO",21,"CARNE, PESCADO, FRUTAS, LEGUMBRES, ACEITES Y GRASAS",215,FRUTAS Y NUECES PREPARADAS O CONSERVADAS,2153,NUECES  CACAHUETES (MANIES)  ETC.  ASADOS  SALADOS O CONSERVADOS DE OTRA MANERA N.C.P.,21530,"NUECES, CACAHUETES (MANIES), ETC., ASADOS, SALADOS O CONSERVADOS DE OTRA MANERA N.C.P."
5,Subclase,21540,FRUTAS Y NUECES CONSERVADAS PROVISIONALMENTE,2154,2,"PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO; TEXTILES, PRENDAS DE VESTIR Y PRODUCTOS DE CUERO",21,"CARNE, PESCADO, FRUTAS, LEGUMBRES, ACEITES Y GRASAS",215,FRUTAS Y NUECES PREPARADAS O CONSERVADAS,2154,FRUTAS Y NUECES CONSERVADAS PROVISIONALMENTE,21540,FRUTAS Y NUECES CONSERVADAS PROVISIONALMENTE
5,Subclase,21550,OTRAS FRUTAS EN CONSERVA,2155,2,"PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO; TEXTILES, PRENDAS DE VESTIR Y PRODUCTOS DE CUERO",21,"CARNE, PESCADO, FRUTAS, LEGUMBRES, ACEITES Y GRASAS",215,FRUTAS Y NUECES PREPARADAS O CONSERVADAS,2155,OTRAS FRUTAS EN CONSERVA,21550,OTRAS FRUTAS EN CONSERVA
5,Subclase,21560,"HUESOS Y ALMENDRAS DE ALBARICOQUE, MELOCOTON O CIRUELA",2156,2,"PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO; TEXTILES, PRENDAS DE VESTIR Y PRODUCTOS DE CUERO",21,"CARNE, PESCADO, FRUTAS, LEGUMBRES, ACEITES Y GRASAS",215,FRUTAS Y NUECES PREPARADAS O CONSERVADAS,2156,HUESOS Y ALMENDRAS DE ALBARICOQUE  MELOCOTON O CIRUELA,21560,"HUESOS Y ALMENDRAS DE ALBARICOQUE, MELOCOTON O CIRUELA"
5,Subclase,21611,"GRASAS DE GANADO BOVINO, OVINO O CAPRINO, DE CERDO Y DE AVES, SIN ELABORAR O FUNDIDAS (INCLUSO GRASA DE CERDO O DE AVES, CONGELADA, SALADA, EN SALMUERA, SECA O AHUMADA, Y MANTECA DE CERDO)",2161,2,"PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO; TEXTILES, PRENDAS DE VESTIR Y PRODUCTOS DE CUERO",21,"CARNE, PESCADO, FRUTAS, LEGUMBRES, ACEITES Y GRASAS",216,ACEITES Y GRASAS ANIMALES Y VEGETALES,2161,GRASAS DE GANADO BOVINO  OVINO O CAPRINO  DE CERDO Y DE AVES  SIN ELABORAR O FUNDIDAS; GRASA DE LANA,21611,"GRASAS DE GANADO BOVINO, OVINO O CAPRINO, DE CERDO Y DE AVES, SIN ELABORAR O FUNDIDAS (INCLUSO GRASA DE CERDO O DE AVES, CONGELADA, SALADA, EN SALMUERA, SECA O AHUMADA, Y MANTECA DE CERDO)"
5,Subclase,21612,GRASA DE LANA,2161,2,"PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO; TEXTILES, PRENDAS DE VESTIR Y PRODUCTOS DE CUERO",21,"CARNE, PESCADO, FRUTAS, LEGUMBRES, ACEITES Y GRASAS",216,ACEITES Y GRASAS ANIMALES Y VEGETALES,2161,GRASAS DE GANADO BOVINO  OVINO O CAPRINO  DE CERDO Y DE AVES  SIN ELABORAR O FUNDIDAS; GRASA DE LANA,21612,GRASA DE LANA
5,Subclase,21620,"ACEITES Y GRASAS DE ORIGEN ANIMAL, REFINADOS O NO, EXCEPTO GRASA DE GANADO BOVINO, OVINO O CAPRINO, DE CERDO Y DE AVES",2162,2,"PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO; TEXTILES, PRENDAS DE VESTIR Y PRODUCTOS DE CUERO",21,"CARNE, PESCADO, FRUTAS, LEGUMBRES, ACEITES Y GRASAS",216,ACEITES Y GRASAS ANIMALES Y VEGETALES,2162,ACEITES Y GRASAS DE ORIGEN ANIMAL  REFINADOS O NO  EXCEPTO GRASAS DE GANADO BOVINO  OVINO O CAPRINO  DE CERDO Y DE AVES,21620,"ACEITES Y GRASAS DE ORIGEN ANIMAL, REFINADOS O NO, EXCEPTO GRASA DE GANADO BOVINO, OVINO O CAPRINO, DE CERDO Y DE AVES"
5,Subclase,21630,"ACEITES DE SOYA, DE CACAHUETE (MANI), DE OLIVA, DE GIRASOL, DE CARTAMO, DE SEMILLA DE ALGODON, DE NABINA, DE COLZA Y DE MOSTAZA, SIN ELABORAR",2163,2,"PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO; TEXTILES, PRENDAS DE VESTIR Y PRODUCTOS DE CUERO",21,"CARNE, PESCADO, FRUTAS, LEGUMBRES, ACEITES Y GRASAS",216,ACEITES Y GRASAS ANIMALES Y VEGETALES,2163,ACEITE DE SOJA  DE CACAHUETE (MANI)  DE OLIVA  DE GIRASOL  DE CARTAMO  DE SEMILLA DE ALGODON  DE NABINA  DE COLZA Y DE MOSTAZA SIN ELABORAR,21630,"ACEITES DE SOYA, DE CACAHUETE (MANI), DE OLIVA, DE GIRASOL, DE CARTAMO, DE SEMILLA DE ALGODON, DE NABINA, DE COLZA Y DE MOSTAZA, SIN ELABORAR"
5,Subclase,21640,"ACEITE DE PALMA DE COCO, DE ALMENDRA DE PALMA, DE BABASSU Y DE LINAZA, SIN ELABORAR",2164,2,"PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO; TEXTILES, PRENDAS DE VESTIR Y PRODUCTOS DE CUERO",21,"CARNE, PESCADO, FRUTAS, LEGUMBRES, ACEITES Y GRASAS",216,ACEITES Y GRASAS ANIMALES Y VEGETALES,2164,ACEITE DE PALMA  DE COCO  DE ALMENDRA DE PALMA  DE BABASSU Y DE LINAZA  SIN ELABORAR,21640,"ACEITE DE PALMA DE COCO, DE ALMENDRA DE PALMA, DE BABASSU Y DE LINAZA, SIN ELABORAR"
5,Subclase,21650,"ACEITE DE SOYA, DE MANI (CACAHUETE), DE OLIVA, DE GIRASOL, DE CARTAMO, DE SEMILLA DE ALGODON, DE NABINA, DE COLZA Y DE MOSTAZA Y SUS FRACCIONES, REFINADOS PERO SIN MODIFICAR QUIMICAMENTE; OTROS ACEITES OBTENIDOS EXCLUSIVAMENTE DE ACEITUNAS  Y ACEITE DE SE",2165,2,"PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO; TEXTILES, PRENDAS DE VESTIR Y PRODUCTOS DE CUERO",21,"CARNE, PESCADO, FRUTAS, LEGUMBRES, ACEITES Y GRASAS",216,ACEITES Y GRASAS ANIMALES Y VEGETALES,2165,ACEITE DE SOJA  DE MANI (CACAHUETE)  DE OLIVA  DE GIRASOL  DE CARTAMO  DE SEMILLA DE ALGODON  DE NABINA  DE COLZA Y DE MOSTAZA Y SUS FRACCIONES  REFINADO PERO SIN MODIFICAR QUIMICAMENTE; OTROS ACEITES OBTENIDOS EXCLUSIVAMENTE DE ACEITUNAS Y ACEITE DE SESA,21650,"ACEITE DE SOYA, DE MANI (CACAHUETE), DE OLIVA, DE GIRASOL, DE CARTAMO, DE SEMILLA DE ALGODON, DE NABINA, DE COLZA Y DE MOSTAZA Y SUS FRACCIONES, REFINADOS PERO SIN MODIFICAR QUIMICAMENTE; OTROS ACEITES OBTENIDOS EXCLUSIVAMENTE DE ACEITUNAS  Y ACEITE DE SE"
5,Subclase,21660,"ACEITE DE MAIZ Y SUS FRACCIONES, SIN MODIFICAR QUIMICAMENTE",2166,2,"PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO; TEXTILES, PRENDAS DE VESTIR Y PRODUCTOS DE CUERO",21,"CARNE, PESCADO, FRUTAS, LEGUMBRES, ACEITES Y GRASAS",216,ACEITES Y GRASAS ANIMALES Y VEGETALES,2166,ACEITE DE MAIZ Y SUS FRACCIONES  SIN MODIFICAR QUIMICAMENTE,21660,"ACEITE DE MAIZ Y SUS FRACCIONES, SIN MODIFICAR QUIMICAMENTE"
5,Subclase,21670,"ACEITE DE PALMA DE COCO, DE ALMENDRA DE PALMA, DE BABASU Y DE LINAZA Y SUS FRACCIONES, REFINADOS, PERO SIN MODIFICAR QUIMICAMENTE; ACEITE DE RICINO, DE TUNG Y DE JOJOBA Y GRASAS Y ACEITES VEGETALES FIJOS (EXCEPTO ACEITE DE MAIZ) Y SUS FRACC IONES N.C.P.,",2167,2,"PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO; TEXTILES, PRENDAS DE VESTIR Y PRODUCTOS DE CUERO",21,"CARNE, PESCADO, FRUTAS, LEGUMBRES, ACEITES Y GRASAS",216,ACEITES Y GRASAS ANIMALES Y VEGETALES,2167,ACEITE DE PALMA  DE COCO  DE ALMENDRA DE PALMA  DE BABASU Y DE LINAZA Y SUS FRACCIONES  REFINADOS  PERO SIN MODIFICAR QUIMICAMENTE; ACEITE DE RICINO  DE TUNG Y DE JOJOBA Y GRASAS Y ACEITES VEGETALES FIJOS (EXCEPTO ACEITE DE MAIZ) Y SUS FRACCIONES N.C.P.,21670,"ACEITE DE PALMA DE COCO, DE ALMENDRA DE PALMA, DE BABASU Y DE LINAZA Y SUS FRACCIONES, REFINADOS, PERO SIN MODIFICAR QUIMICAMENTE; ACEITE DE RICINO, DE TUNG Y DE JOJOBA Y GRASAS Y ACEITES VEGETALES FIJOS (EXCEPTO ACEITE DE MAIZ) Y SUS FRACC IONES N.C.P.,"
5,Subclase,21680,MARGARINA Y PREPARADOS ANALOGOS,2168,2,"PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO; TEXTILES, PRENDAS DE VESTIR Y PRODUCTOS DE CUERO",21,"CARNE, PESCADO, FRUTAS, LEGUMBRES, ACEITES Y GRASAS",216,ACEITES Y GRASAS ANIMALES Y VEGETALES,2168,MARGARINA Y PREPARADOS ANALOGOS,21680,MARGARINA Y PREPARADOS ANALOGOS
5,Subclase,21690,"GRASAS Y ACEITES DE ORIGEN ANIMAL O VEGETAL Y SUS FRACCIONES, PARCIAL O TOTALMENTE HIDROGENADOS, INTERESTERIFICADOS, REESTERIFICADOS O ELAIDINIZADOS, REFINADOS O NO, PERO SIN OTRA PREPARACION",2169,2,"PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO; TEXTILES, PRENDAS DE VESTIR Y PRODUCTOS DE CUERO",21,"CARNE, PESCADO, FRUTAS, LEGUMBRES, ACEITES Y GRASAS",216,ACEITES Y GRASAS ANIMALES Y VEGETALES,2169,GRASAS Y ACEITES DE ORIGEN ANIMAL O VEGETAL  Y SUS FRACCIONES  PARCIAL O TOTALMENTE HIDROGENADOS  INTERESTERIFICADOS  REESTERIFICADOS O ELAIDINIZADOS  REFINADOS O NO  PERO SIN OTRA PREPARACION,21690,"GRASAS Y ACEITES DE ORIGEN ANIMAL O VEGETAL Y SUS FRACCIONES, PARCIAL O TOTALMENTE HIDROGENADOS, INTERESTERIFICADOS, REESTERIFICADOS O ELAIDINIZADOS, REFINADOS O NO, PERO SIN OTRA PREPARACION"
5,Subclase,21700,BORRAS DE ALGODON (LINTERS),2170,2,"PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO; TEXTILES, PRENDAS DE VESTIR Y PRODUCTOS DE CUERO",21,"CARNE, PESCADO, FRUTAS, LEGUMBRES, ACEITES Y GRASAS",217,BORRAS DE ALGODON,2170,BORRAS DE ALGODON (LINTERS),21700,BORRAS DE ALGODON (LINTERS)
5,Subclase,21810,"TORTAS DE SEMILLAS OLEAGINOSAS Y OTROS RESIDUOS SOLIDOS, MOLIDOS O NO O EN FORMA DE GRANULOS, RESULTANTES DE LA EXTRACCION DE GRASAS O ACEITES VEGETALES",2181,2,"PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO; TEXTILES, PRENDAS DE VESTIR Y PRODUCTOS DE CUERO",21,"CARNE, PESCADO, FRUTAS, LEGUMBRES, ACEITES Y GRASAS",218,"TORTAS DE SEMILLAS OLEAGINOSAS Y OTROS RESIDUOS SOLIDOS RESULTANTES  DE LA EXTRACCION DE GRASAS O ACEITES VEGETALES ; HARINAS DE SEMILLAS O FRUTAS OLEAGINOSAS; EXCEPTO LAS DE MOSTAZA, CERAS DE ORIGEN VEGETAL, EXCEPTO LOS TRIGLICERIDOS; DEGRAS; RESIDUOS RE",2181,TORTAS DE SEMILLAS OLEAGINOSAS Y OTROS RESIDUOS SOLIDOS  MOLIDOS O NO O EN FORMA DE GRANULOS  RESULTANTES DE LA EXTRACCION DE GRASAS O ACEITES VEGETALES,21810,"TORTAS DE SEMILLAS OLEAGINOSAS Y OTROS RESIDUOS SOLIDOS, MOLIDOS O NO O EN FORMA DE GRANULOS, RESULTANTES DE LA EXTRACCION DE GRASAS O ACEITES VEGETALES"
5,Subclase,21820,"HARINAS DE SEMILLAS O FRUTAS OLEAGINOSAS, EXCEPTO LAS DE MOSTAZA",2182,2,"PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO; TEXTILES, PRENDAS DE VESTIR Y PRODUCTOS DE CUERO",21,"CARNE, PESCADO, FRUTAS, LEGUMBRES, ACEITES Y GRASAS",218,"TORTAS DE SEMILLAS OLEAGINOSAS Y OTROS RESIDUOS SOLIDOS RESULTANTES  DE LA EXTRACCION DE GRASAS O ACEITES VEGETALES ; HARINAS DE SEMILLAS O FRUTAS OLEAGINOSAS; EXCEPTO LAS DE MOSTAZA, CERAS DE ORIGEN VEGETAL, EXCEPTO LOS TRIGLICERIDOS; DEGRAS; RESIDUOS RE",2182,HARINAS DE SEMILLAS O FRUTAS OLEAGINOSAS  EXCEPTO LAS DE MOSTAZA,21820,"HARINAS DE SEMILLAS O FRUTAS OLEAGINOSAS, EXCEPTO LAS DE MOSTAZA"
5,Subclase,21830,"CERAS DE ORIGEN VEGETAL, EXCEPTO LOS TRIGLICERIDOS; DEGRAS; RESIDUOS RESULTANTES DEL TRATAMIENTO DE SUSTANCIAS GRASAS O CERAS DE ORIGEN ANIMAL O VEGETAL",2183,2,"PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO; TEXTILES, PRENDAS DE VESTIR Y PRODUCTOS DE CUERO",21,"CARNE, PESCADO, FRUTAS, LEGUMBRES, ACEITES Y GRASAS",218,"TORTAS DE SEMILLAS OLEAGINOSAS Y OTROS RESIDUOS SOLIDOS RESULTANTES  DE LA EXTRACCION DE GRASAS O ACEITES VEGETALES ; HARINAS DE SEMILLAS O FRUTAS OLEAGINOSAS; EXCEPTO LAS DE MOSTAZA, CERAS DE ORIGEN VEGETAL, EXCEPTO LOS TRIGLICERIDOS; DEGRAS; RESIDUOS RE",2183,CERAS DE ORIGEN VEGETAL  EXCEPTO LOS TRIGLICERIDOS; DEGRAS; RESIDUOS RESULTANTES DEL TRATAMIENTO DE SUSTANCIAS GRASAS O CERAS DE ORIGEN ANIMAL O VEGETAL,21830,"CERAS DE ORIGEN VEGETAL, EXCEPTO LOS TRIGLICERIDOS; DEGRAS; RESIDUOS RESULTANTES DEL TRATAMIENTO DE SUSTANCIAS GRASAS O CERAS DE ORIGEN ANIMAL O VEGETAL"
5,Subclase,22110,LECHE ELABORADA,2211,2,"PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO; TEXTILES, PRENDAS DE VESTIR Y PRODUCTOS DE CUERO",22,PRODUCTOS LACTEOS,221,LECHE Y CREMA ELABORADAS,2211,LECHE ELABORADA,22110,LECHE ELABORADA
5,Subclase,22120,CREMA,2212,2,"PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO; TEXTILES, PRENDAS DE VESTIR Y PRODUCTOS DE CUERO",22,PRODUCTOS LACTEOS,221,LECHE Y CREMA ELABORADAS,2212,CREMA,22120,CREMA
5,Subclase,22910,LECHE Y CREMA EN ESTADO SOLIDO,2291,2,"PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO; TEXTILES, PRENDAS DE VESTIR Y PRODUCTOS DE CUERO",22,PRODUCTOS LACTEOS,229,OTROS PRODUCTOS LACTEOS,2291,LECHE Y CREMA EN ESTADO SOLIDO,22910,LECHE Y CREMA EN ESTADO SOLIDO
5,Subclase,22920,"LECHE Y CREMA, CONCENTRADAS O CON ADICION DE AZUCAR U OTRA SUSTANCIA EDULCORANTE, PERO NO EN ESTADO SOLIDO",2292,2,"PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO; TEXTILES, PRENDAS DE VESTIR Y PRODUCTOS DE CUERO",22,PRODUCTOS LACTEOS,229,OTROS PRODUCTOS LACTEOS,2292,LECHE Y CREMA  CONCENTRADAS O CON ADICION DE AZUCAR U OTRA SUSTANCIA EDULCORANTE  PERO NO EN ESTADO SOLIDO,22920,"LECHE Y CREMA, CONCENTRADAS O CON ADICION DE AZUCAR U OTRA SUSTANCIA EDULCORANTE, PERO NO EN ESTADO SOLIDO"
5,Subclase,22930,YOGUR Y OTROS TIPOS DE LECHE O CREMA FERMENTADOS O ACIDIFICADOS,2293,2,"PRODUCTOS ALIMENTICIOS, BEBIDAS Y TABACO; TEXTILES, PRENDAS DE VESTIR Y PRODUCTOS DE CUERO",22,PRODUCTOS LACTEOS,229,OTROS PRODUCTOS LACTEOS,2293,YOGUR Y OTROS TIPOS DE LECHE O CREMA FERMENTADOS O ACIDIFICADOS,22930,YOGUR Y OTROS TIPOS DE LECHE O CREMA FERMENTADOS O ACIDIFICADOS
