Nivel,Nivel_Nombre,Codigo,Descripcion,Codigo_Padre,Cod_Seccion,Desc_Seccion,Cod_Division,Desc_Division,Cod_Grupo,Desc_Grupo,Cod_Clase,Desc_Clase,Cod_Subclase,Desc_Subclase
1,Seccion,0,"PRODUCTOS DE LA AGRICULTURA, SILVICULTURA Y LA PESCA",,0,"PRODUCTOS DE LA AGRICULTURA, SILVICULTURA Y LA PESCA",,,,,,,,
2,Division,01,"PRODUCTOS DE LA AGRICULTURA, LA HORTICULTURA Y LA JARDINERIA COMERCIAL",0,0,"PRODUCTOS DE LA AGRICULTURA, SILVICULTURA Y LA PESCA",01,"PRODUCTOS DE LA AGRICULTURA, LA HORTICULTURA Y LA JARDINERIA COMERCIAL",,,,,,
2,Division,02,ANIMALES VIVOS Y PRODUCTOS ANIMALES,0,0,"PRODUCTOS DE LA AGRICULTURA, SILVICULTURA Y LA PESCA",02,ANIMALES VIVOS Y PRODUCTOS ANIMALES,,,,,,
2,Division,03,PRODUCTOS DE LA SILVICULTURA Y LA EXTRACCION DE MADERA,0,0,"PRODUCTOS DE LA AGRICULTURA, SILVICULTURA Y LA PESCA",03,PRODUCTOS DE LA SILVICULTURA Y LA EXTRACCION DE MADERA,,,,,,
2,Division,04,PECES Y OTROS PRODUCTOS DE LA PESCA,0,0,"PRODUCTOS DE LA AGRICULTURA, SILVICULTURA Y LA PESCA",04,PECES Y OTROS PRODUCTOS DE LA PESCA,,,,,,
3,Grupo,011,CEREALES,01,0,"PRODUCTOS DE LA AGRICULTURA, SILVICULTURA Y LA PESCA",01,"PRODUCTOS DE LA AGRICULTURA, LA HORTICULTURA Y LA JARDINERIA COMERCIAL",011,CEREALES,,,,
3,Grupo,012,LEGUMBRES Y TUBERCULOS,01,0,"PRODUCTOS DE LA AGRICULTURA, SILVICULTURA Y LA PESCA",01,"PRODUCTOS DE LA AGRICULTURA, LA HORTICULTURA Y LA JARDINERIA COMERCIAL",012,LEGUMBRES Y TUBERCULOS,,,,
3,Grupo,013,FRUTAS Y NUECES,01,0,"PRODUCTOS DE LA AGRICULTURA, SILVICULTURA Y LA PESCA",01,"PRODUCTOS DE LA AGRICULTURA, LA HORTICULTURA Y LA JARDINERIA COMERCIAL",013,FRUTAS Y NUECES,,,,
3,Grupo,014,SEMILLAS DE ACEITE Y FRUTOS OLEAGINOSOS,01,0,"PRODUCTOS DE LA AGRICULTURA, SILVICULTURA Y LA PESCA",01,"PRODUCTOS DE LA AGRICULTURA, LA HORTICULTURA Y LA JARDINERIA COMERCIAL",014,SEMILLAS DE ACEITE Y FRUTOS OLEAGINOSOS,,,,
3,Grupo,015,PLANTAS VIVAS; FLORES Y CAPULLOS CORTADOS; SEMILLAS DE FLORES Y FRUTOS; SEMILLAS DE VEGETALES,01,0,"PRODUCTOS DE LA AGRICULTURA, SILVICULTURA Y LA PESCA",01,"PRODUCTOS DE LA AGRICULTURA, LA HORTICULTURA Y LA JARDINERIA COMERCIAL",015,PLANTAS VIVAS; FLORES Y CAPULLOS CORTADOS; SEMILLAS DE FLORES Y FRUTOS; SEMILLAS DE VEGETALES,,,,
3,Grupo,016,CULTIVOS DE PLANTAS BEBESTIBLES Y ESPECIAS,01,0,"PRODUCTOS DE LA AGRICULTURA, SILVICULTURA Y LA PESCA",01,"PRODUCTOS DE LA AGRICULTURA, LA HORTICULTURA Y LA JARDINERIA COMERCIAL",016,CULTIVOS DE PLANTAS BEBESTIBLES Y ESPECIAS,,,,
3,Grupo,017,TABACO SIN ELABORAR,01,0,"PRODUCTOS DE LA AGRICULTURA, SILVICULTURA Y LA PESCA",01,"PRODUCTOS DE LA AGRICULTURA, LA HORTICULTURA Y LA JARDINERIA COMERCIAL",017,TABACO SIN ELABORAR,,,,
3,Grupo,018,PLANTAS UTILIZADAS EN LA FABRICACION DE AZUCAR,01,0,"PRODUCTOS DE LA AGRICULTURA, SILVICULTURA Y LA PESCA",01,"PRODUCTOS DE LA AGRICULTURA, LA HORTICULTURA Y LA JARDINERIA COMERCIAL",018,PLANTAS UTILIZADAS EN LA FABRICACION DE AZUCAR,,,,
3,Grupo,019,MATERIAS VEGETALES EN BRUTO N.C.P.,01,0,"PRODUCTOS DE LA AGRICULTURA, SILVICULTURA Y LA PESCA",01,"PRODUCTOS DE LA AGRICULTURA, LA HORTICULTURA Y LA JARDINERIA COMERCIAL",019,MATERIAS VEGETALES EN BRUTO N.C.P.,,,,
3,Grupo,021,ANIMALES VIVOS,02,0,"PRODUCTOS DE LA AGRICULTURA, SILVICULTURA Y LA PESCA",02,ANIMALES VIVOS Y PRODUCTOS ANIMALES,021,ANIMALES VIVOS,,,,
3,Grupo,029,OTROS PRODUCTOS ANIMALES,02,0,"PRODUCTOS DE LA AGRICULTURA, SILVICULTURA Y LA PESCA",02,ANIMALES VIVOS Y PRODUCTOS ANIMALES,029,OTROS PRODUCTOS ANIMALES,,,,
3,Grupo,031,MADERA SIN ELABORAR,03,0,"PRODUCTOS DE LA AGRICULTURA, SILVICULTURA Y LA PESCA",03,PRODUCTOS DE LA SILVICULTURA Y LA EXTRACCION DE MADERA,031,MADERA SIN ELABORAR,,,,
3,Grupo,032,GOMAS NATURALES,03,0,"PRODUCTOS DE LA AGRICULTURA, SILVICULTURA Y LA PESCA",03,PRODUCTOS DE LA SILVICULTURA Y LA EXTRACCION DE MADERA,032,GOMAS NATURALES,,,,
3,Grupo,039,OTROS PRODUCTOS DE LA SILVICULTURA,03,0,"PRODUCTOS DE LA AGRICULTURA, SILVICULTURA Y LA PESCA",03,PRODUCTOS DE LA SILVICULTURA Y LA EXTRACCION DE MADERA,039,OTROS PRODUCTOS DE LA SILVICULTURA,,,,
3,Grupo,041,"PESCA, VIVA, FRESCA O REFRIGERADA",04,0,"PRODUCTOS DE LA AGRICULTURA, SILVICULTURA Y LA PESCA",04,PECES Y OTROS PRODUCTOS DE LA PESCA,041,"PESCA, VIVA, FRESCA O REFRIGERADA",,,,
3,Grupo,042,"CRUSTACEOS, SIN CONGELAR; OSTRAS;  OTROS  INVERTEBRADOS ACUATICOS, VIVOS, FRESCOS O REFRIGERADOS",04,0,"PRODUCTOS DE LA AGRICULTURA, SILVICULTURA Y LA PESCA",04,PECES Y OTROS PRODUCTOS DE LA PESCA,042,"CRUSTACEOS, SIN CONGELAR; OSTRAS;  OTROS  INVERTEBRADOS ACUATICOS, VIVOS, FRESCOS O REFRIGERADOS",,,,
3,Grupo,049,OTROS ANIMALES ACUATICOS,04,0,"PRODUCTOS DE LA AGRICULTURA, SILVICULTURA Y LA PESCA",04,PECES Y OTROS PRODUCTOS DE LA PESCA,049,OTROS ANIMALES ACUATICOS,,,,
4,Clase,0111,TRIGO Y MORCAJO O TRANQUILLON,011,0,"PRODUCTOS DE LA AGRICULTURA, SILVICULTURA Y LA PESCA",01,"PRODUCTOS DE LA AGRICULTURA, LA HORTICULTURA Y LA JARDINERIA COMERCIAL",011,CEREALES,0111,TRIGO Y MORCAJO O TRANQUILLON,,
4,Clase,0112,MAIZ,011,0,"PRODUCTOS DE LA AGRICULTURA, SILVICULTURA Y LA PESCA",01,"PRODUCTOS DE LA AGRICULTURA, LA HORTICULTURA Y LA JARDINERIA COMERCIAL",011,CEREALES,0112,MAIZ,,
4,Clase,0113,ARROZ CON CASCARA,011,0,"PRODUCTOS DE LA AGRICULTURA, SILVICULTURA Y LA PESCA",01,"PRODUCTOS DE LA AGRICULTURA, LA HORTICULTURA Y LA JARDINERIA COMERCIAL",011,CEREALES,0113,ARROZ CON CASCARA,,
4,Clase,0114,ARROZ DESCASCARILLADO,011,0,"PRODUCTOS DE LA AGRICULTURA, SILVICULTURA Y LA PESCA",01,"PRODUCTOS DE LA AGRICULTURA, LA HORTICULTURA Y LA JARDINERIA COMERCIAL",011,CEREALES,0114,ARROZ DESCASCARILLADO,,
4,Clase,0115,CEBADA,011,0,"PRODUCTOS DE LA AGRICULTURA, SILVICULTURA Y LA PESCA",01,"PRODUCTOS DE LA AGRICULTURA, LA HORTICULTURA Y LA JARDINERIA COMERCIAL",011,CEREALES,0115,CEBADA,,
4,Clase,0116,CENTENO Y AVENA,011,0,"PRODUCTOS DE LA AGRICULTURA, SILVICULTURA Y LA PESCA",01,"PRODUCTOS DE LA AGRICULTURA, LA HORTICULTURA Y LA JARDINERIA COMERCIAL",011,CEREALES,0116,CENTENO Y AVENA,,
4,Clase,0119,OTROS CEREALES,011,0,"PRODUCTOS DE LA AGRICULTURA, SILVICULTURA Y LA PESCA",01,"PRODUCTOS DE LA AGRICULTURA, LA HORTICULTURA Y LA JARDINERIA COMERCIAL",011,CEREALES,0119,OTROS CEREALES,,
4,Clase,0121,PAPAS (PATATAS),012,0,"PRODUCTOS DE LA AGRICULTURA, SILVICULTURA Y LA PESCA",01,"PRODUCTOS DE LA AGRICULTURA, LA HORTICULTURA Y LA JARDINERIA COMERCIAL",012,LEGUMBRES Y TUBERCULOS,0121,PAPAS (PATATAS),,
4,Clase,0122,LEGUMINOSAS SECAS Y PELADAS,012,0,"PRODUCTOS DE LA AGRICULTURA, SILVICULTURA Y LA PESCA",01,"PRODUCTOS DE LA AGRICULTURA, LA HORTICULTURA Y LA JARDINERIA COMERCIAL",012,LEGUMBRES Y TUBERCULOS,0122,LEGUMINOSAS SECAS Y PELADAS,,
4,Clase,0123,OTRAS LEGUMBRES  FRESCAS O REFRIGERADAS,012,0,"PRODUCTOS DE LA AGRICULTURA, SILVICULTURA Y LA PESCA",01,"PRODUCTOS DE LA AGRICULTURA, LA HORTICULTURA Y LA JARDINERIA COMERCIAL",012,LEGUMBRES Y TUBERCULOS,0123,OTRAS LEGUMBRES  FRESCAS O REFRIGERADAS,,
4,Clase,0124,RAICES Y TUBERCULOS COMESTIBLES RICOS EN ALMIDON O INULINA,012,0,"PRODUCTOS DE LA AGRICULTURA, SILVICULTURA Y LA PESCA",01,"PRODUCTOS DE LA AGRICULTURA, LA HORTICULTURA Y LA JARDINERIA COMERCIAL",012,LEGUMBRES Y TUBERCULOS,0124,RAICES Y TUBERCULOS COMESTIBLES RICOS EN ALMIDON O INULINA,,
4,Clase,0131,DATILES  HIGOS  BANANOS  COCOS  NUECES DEL BRASIL ( CASTANAS DE PARA)   ANANAS (PINA TROPICAL)  AGUACATES  MANGOS  GUAYABAS  Y MANGOSTANES  FRESCOS O SECOS,013,0,"PRODUCTOS DE LA AGRICULTURA, SILVICULTURA Y LA PESCA",01,"PRODUCTOS DE LA AGRICULTURA, LA HORTICULTURA Y LA JARDINERIA COMERCIAL",013,FRUTAS Y NUECES,0131,DATILES  HIGOS  BANANOS  COCOS  NUECES DEL BRASIL ( CASTANAS DE PARA)   ANANAS (PINA TROPICAL)  AGUACATES  MANGOS  GUAYABAS  Y MANGOSTANES  FRESCOS O SECOS,,
4,Clase,0132,FRUTAS CITRICAS  FRESCAS O SECAS,013,0,"PRODUCTOS DE LA AGRICULTURA, SILVICULTURA Y LA PESCA",01,"PRODUCTOS DE LA AGRICULTURA, LA HORTICULTURA Y LA JARDINERIA COMERCIAL",013,FRUTAS Y NUECES,0132,FRUTAS CITRICAS  FRESCAS O SECAS,,
4,Clase,0133,UVAS  FRESCAS,013,0,"PRODUCTOS DE LA AGRICULTURA, SILVICULTURA Y LA PESCA",01,"PRODUCTOS DE LA AGRICULTURA, LA HORTICULTURA Y LA JARDINERIA COMERCIAL",013,FRUTAS Y NUECES,0133,UVAS  FRESCAS,,
4,Clase,0134,"OTRAS FRUTAS, FRESCAS",013,0,"PRODUCTOS DE LA AGRICULTURA, SILVICULTURA Y LA PESCA",01,"PRODUCTOS DE LA AGRICULTURA, LA HORTICULTURA Y LA JARDINERIA COMERCIAL",013,FRUTAS Y NUECES,0134,"OTRAS FRUTAS, FRESCAS",,
4,Clase,0135,OTRAS FRUTAS  SECAS,013,0,"PRODUCTOS DE LA AGRICULTURA, SILVICULTURA Y LA PESCA",01,"PRODUCTOS DE LA AGRICULTURA, LA HORTICULTURA Y LA JARDINERIA COMERCIAL",013,FRUTAS Y NUECES,0135,OTRAS FRUTAS  SECAS,,
4,Clase,0136,OTRAS NUECES  FRESCAS O SECAS  CON CASCARA O SIN ELLA,013,0,"PRODUCTOS DE LA AGRICULTURA, SILVICULTURA Y LA PESCA",01,"PRODUCTOS DE LA AGRICULTURA, LA HORTICULTURA Y LA JARDINERIA COMERCIAL",013,FRUTAS Y NUECES,0136,OTRAS NUECES  FRESCAS O SECAS  CON CASCARA O SIN ELLA,,
4,Clase,0141,SOYA (SOJA),014,0,"PRODUCTOS DE LA AGRICULTURA, SILVICULTURA Y LA PESCA",01,"PRODUCTOS DE LA AGRICULTURA, LA HORTICULTURA Y LA JARDINERIA COMERCIAL",014,SEMILLAS DE ACEITE Y FRUTOS OLEAGINOSOS,0141,SOYA (SOJA),,
4,Clase,0142,CACAHUETES (MANIES),014,0,"PRODUCTOS DE LA AGRICULTURA, SILVICULTURA Y LA PESCA",01,"PRODUCTOS DE LA AGRICULTURA, LA HORTICULTURA Y LA JARDINERIA COMERCIAL",014,SEMILLAS DE ACEITE Y FRUTOS OLEAGINOSOS,0142,CACAHUETES (MANIES),,
4,Clase,0143,SEMILLAS DE GIRASOL  SESAMO (AJONJOLI)  CARTAMO  COLZA Y MOSTAZA,014,0,"PRODUCTOS DE LA AGRICULTURA, SILVICULTURA Y LA PESCA",01,"PRODUCTOS DE LA AGRICULTURA, LA HORTICULTURA Y LA JARDINERIA COMERCIAL",014,SEMILLAS DE ACEITE Y FRUTOS OLEAGINOSOS,0143,SEMILLAS DE GIRASOL  SESAMO (AJONJOLI)  CARTAMO  COLZA Y MOSTAZA,,
4,Clase,0144,SEMILLAS DE ALGODON,014,0,"PRODUCTOS DE LA AGRICULTURA, SILVICULTURA Y LA PESCA",01,"PRODUCTOS DE LA AGRICULTURA, LA HORTICULTURA Y LA JARDINERIA COMERCIAL",014,SEMILLAS DE ACEITE Y FRUTOS OLEAGINOSOS,0144,SEMILLAS DE ALGODON,,
4,Clase,0149,SEMILLAS OLEAGINOSAS DE ACEITE N.C.P. Y FRUTOS OLEAGINOSOS,014,0,"PRODUCTOS DE LA AGRICULTURA, SILVICULTURA Y LA PESCA",01,"PRODUCTOS DE LA AGRICULTURA, LA HORTICULTURA Y LA JARDINERIA COMERCIAL",014,SEMILLAS DE ACEITE Y FRUTOS OLEAGINOSOS,0149,SEMILLAS OLEAGINOSAS DE ACEITE N.C.P. Y FRUTOS OLEAGINOSOS,,
4,Clase,0151,PLANTAS VIVAS; BULBOS  TUBERCULOS Y RAICES; ESTACAS Y ESQUEJES; ESPORAS DE HONGOS,015,0,"PRODUCTOS DE LA AGRICULTURA, SILVICULTURA Y LA PESCA",01,"PRODUCTOS DE LA AGRICULTURA, LA HORTICULTURA Y LA JARDINERIA COMERCIAL",015,PLANTAS VIVAS; FLORES Y CAPULLOS CORTADOS; SEMILLAS DE FLORES Y FRUTOS; SEMILLAS DE VEGETALES,0151,PLANTAS VIVAS; BULBOS  TUBERCULOS Y RAICES; ESTACAS Y ESQUEJES; ESPORAS DE HONGOS,,
4,Clase,0152,FLORES Y CAPULLOS CORTADOS  INCLUSO RAMILLETES  CORONAS  ARREGLOS FLORALES Y ARTICULOS SIMILARES,015,0,"PRODUCTOS DE LA AGRICULTURA, SILVICULTURA Y LA PESCA",01,"PRODUCTOS DE LA AGRICULTURA, LA HORTICULTURA Y LA JARDINERIA COMERCIAL",015,PLANTAS VIVAS; FLORES Y CAPULLOS CORTADOS; SEMILLAS DE FLORES Y FRUTOS; SEMILLAS DE VEGETALES,0152,FLORES Y CAPULLOS CORTADOS  INCLUSO RAMILLETES  CORONAS  ARREGLOS FLORALES Y ARTICULOS SIMILARES,,
4,Clase,0153,SEMILLAS DE FLORES Y FRUTOS,015,0,"PRODUCTOS DE LA AGRICULTURA, SILVICULTURA Y LA PESCA",01,"PRODUCTOS DE LA AGRICULTURA, LA HORTICULTURA Y LA JARDINERIA COMERCIAL",015,PLANTAS VIVAS; FLORES Y CAPULLOS CORTADOS; SEMILLAS DE FLORES Y FRUTOS; SEMILLAS DE VEGETALES,0153,SEMILLAS DE FLORES Y FRUTOS,,
4,Clase,0154,SEMILLAS DE VEGETALES EXCEPTO LAS SEMILLAS DE REMOLACHA,015,0,"PRODUCTOS DE LA AGRICULTURA, SILVICULTURA Y LA PESCA",01,"PRODUCTOS DE LA AGRICULTURA, LA HORTICULTURA Y LA JARDINERIA COMERCIAL",015,PLANTAS VIVAS; FLORES Y CAPULLOS CORTADOS; SEMILLAS DE FLORES Y FRUTOS; SEMILLAS DE VEGETALES,0154,SEMILLAS DE VEGETALES EXCEPTO LAS SEMILLAS DE REMOLACHA,,
4,Clase,0161,CULTIVOS DE PLANTAS BEBESTIBLES,016,0,"PRODUCTOS DE LA AGRICULTURA, SILVICULTURA Y LA PESCA",01,"PRODUCTOS DE LA AGRICULTURA, LA HORTICULTURA Y LA JARDINERIA COMERCIAL",016,CULTIVOS DE PLANTAS BEBESTIBLES Y ESPECIAS,0161,CULTIVOS DE PLANTAS BEBESTIBLES,,
4,Clase,0162,ESPECIAS  ELABORADAS O SIN ELABORAR,016,0,"PRODUCTOS DE LA AGRICULTURA, SILVICULTURA Y LA PESCA",01,"PRODUCTOS DE LA AGRICULTURA, LA HORTICULTURA Y LA JARDINERIA COMERCIAL",016,CULTIVOS DE PLANTAS BEBESTIBLES Y ESPECIAS,0162,ESPECIAS  ELABORADAS O SIN ELABORAR,,
4,Clase,0171,HOJAS DE TABACO CURADAS DESVENADAS/ DESPALILLADAS,017,0,"PRODUCTOS DE LA AGRICULTURA, SILVICULTURA Y LA PESCA",01,"PRODUCTOS DE LA AGRICULTURA, LA HORTICULTURA Y LA JARDINERIA COMERCIAL",017,TABACO SIN ELABORAR,0171,HOJAS DE TABACO CURADAS DESVENADAS/ DESPALILLADAS,,
4,Clase,0179,OTRO TABACO SIN ELABORAR,017,0,"PRODUCTOS DE LA AGRICULTURA, SILVICULTURA Y LA PESCA",01,"PRODUCTOS DE LA AGRICULTURA, LA HORTICULTURA Y LA JARDINERIA COMERCIAL",017,TABACO SIN ELABORAR,0179,OTRO TABACO SIN ELABORAR,,
4,Clase,0181,REMOLACHA AZUCARERA,018,0,"PRODUCTOS DE LA AGRICULTURA, SILVICULTURA Y LA PESCA",01,"PRODUCTOS DE LA AGRICULTURA, LA HORTICULTURA Y LA JARDINERIA COMERCIAL",018,PLANTAS UTILIZADAS EN LA FABRICACION DE AZUCAR,0181,REMOLACHA AZUCARERA,,
4,Clase,0182,CANA DE AZUCAR,018,0,"PRODUCTOS DE LA AGRICULTURA, SILVICULTURA Y LA PESCA",01,"PRODUCTOS DE LA AGRICULTURA, LA HORTICULTURA Y LA JARDINERIA COMERCIAL",018,PLANTAS UTILIZADAS EN LA FABRICACION DE AZUCAR,0182,CANA DE AZUCAR,,
4,Clase,0191,PAJA Y CASCABILLO DE CEREALES  SIN PREPARAR  ESTEN O NO PICADOS  MOLIDOS  PRENSADOS O EN FORMA GRANULAR; NABOS  REMOLACHAS  RAICES FORRAJERAS  HENO  ALFALFA  TREBOL  ESPARCETA  COL FORRAJERA  ALTRAMUCES  VEZAS Y PRODUCTOS FORRAJEROS SIMILARES  GRANULADOS,019,0,"PRODUCTOS DE LA AGRICULTURA, SILVICULTURA Y LA PESCA",01,"PRODUCTOS DE LA AGRICULTURA, LA HORTICULTURA Y LA JARDINERIA COMERCIAL",019,MATERIAS VEGETALES EN BRUTO N.C.P.,0191,PAJA Y CASCABILLO DE CEREALES  SIN PREPARAR  ESTEN O NO PICADOS  MOLIDOS  PRENSADOS O EN FORMA GRANULAR; NABOS  REMOLACHAS  RAICES FORRAJERAS  HENO  ALFALFA  TREBOL  ESPARCETA  COL FORRAJERA  ALTRAMUCES  VEZAS Y PRODUCTOS FORRAJEROS SIMILARES  GRANULADOS,,
4,Clase,0192,MATERIAS VEGETALES SIN ELABORAR UTILIZADAS EN LA FASBRICACION DE TEXTILES,019,0,"PRODUCTOS DE LA AGRICULTURA, SILVICULTURA Y LA PESCA",01,"PRODUCTOS DE LA AGRICULTURA, LA HORTICULTURA Y LA JARDINERIA COMERCIAL",019,MATERIAS VEGETALES EN BRUTO N.C.P.,0192,MATERIAS VEGETALES SIN ELABORAR UTILIZADAS EN LA FASBRICACION DE TEXTILES,,
4,Clase,0193,PLANTAS Y PARTES DE PLANTAS DEL TIPO UTILIZADO PRINCIPALMENTE EN PERFUMERIA  EN FARMACIA O COMO INSECTICIDAS O FUNGICIDAS O PARA FINES ANALOGOS,019,0,"PRODUCTOS DE LA AGRICULTURA, SILVICULTURA Y LA PESCA",01,"PRODUCTOS DE LA AGRICULTURA, LA HORTICULTURA Y LA JARDINERIA COMERCIAL",019,MATERIAS VEGETALES EN BRUTO N.C.P.,0193,PLANTAS Y PARTES DE PLANTAS DEL TIPO UTILIZADO PRINCIPALMENTE EN PERFUMERIA  EN FARMACIA O COMO INSECTICIDAS O FUNGICIDAS O PARA FINES ANALOGOS,,
4,Clase,0194,SEMILLAS DE REMOLACHA AZUCARERA Y DE PLANTAS FORRAJERAS,019,0,"PRODUCTOS DE LA AGRICULTURA, SILVICULTURA Y LA PESCA",01,"PRODUCTOS DE LA AGRICULTURA, LA HORTICULTURA Y LA JARDINERIA COMERCIAL",019,MATERIAS VEGETALES EN BRUTO N.C.P.,0194,SEMILLAS DE REMOLACHA AZUCARERA Y DE PLANTAS FORRAJERAS,,
4,Clase,0199,OTRAS MATERIAS VEGETALES SIN ELABORAR,019,0,"PRODUCTOS DE LA AGRICULTURA, SILVICULTURA Y LA PESCA",01,"PRODUCTOS DE LA AGRICULTURA, LA HORTICULTURA Y LA JARDINERIA COMERCIAL",019,MATERIAS VEGETALES EN BRUTO N.C.P.,0199,OTRAS MATERIAS VEGETALES SIN ELABORAR,,
4,Clase,0211,GANADO BOVINO   OVINO Y CAPRINO  CABALLOS  ASNOS  MULAS Y BURDEGANOS  VIVOS,021,0,"PRODUCTOS DE LA AGRICULTURA, SILVICULTURA Y LA PESCA",02,ANIMALES VIVOS Y PRODUCTOS ANIMALES,021,ANIMALES VIVOS,0211,GANADO BOVINO   OVINO Y CAPRINO  CABALLOS  ASNOS  MULAS Y BURDEGANOS  VIVOS,,
4,Clase,0212,"GANADO PORCINO, AVES DE CORRAL Y OTROS ANIMALES VIVOS",021,0,"PRODUCTOS DE LA AGRICULTURA, SILVICULTURA Y LA PESCA",02,ANIMALES VIVOS Y PRODUCTOS ANIMALES,021,ANIMALES VIVOS,0212,"GANADO PORCINO, AVES DE CORRAL Y OTROS ANIMALES VIVOS",,
4,Clase,0291,LECHE CRUDA,029,0,"PRODUCTOS DE LA AGRICULTURA, SILVICULTURA Y LA PESCA",02,ANIMALES VIVOS Y PRODUCTOS ANIMALES,029,OTROS PRODUCTOS ANIMALES,0291,LECHE CRUDA,,
4,Clase,0292,HUEVOS CON CASCARA  FRESCOS  CONSERVADOS O COCIDOS,029,0,"PRODUCTOS DE LA AGRICULTURA, SILVICULTURA Y LA PESCA",02,ANIMALES VIVOS Y PRODUCTOS ANIMALES,029,OTROS PRODUCTOS ANIMALES,0292,HUEVOS CON CASCARA  FRESCOS  CONSERVADOS O COCIDOS,,
4,Clase,0293,MIEL NATURAL,029,0,"PRODUCTOS DE LA AGRICULTURA, SILVICULTURA Y LA PESCA",02,ANIMALES VIVOS Y PRODUCTOS ANIMALES,029,OTROS PRODUCTOS ANIMALES,0293,MIEL NATURAL,,
4,Clase,0294,CARACOLES   VIVOS  FRESCOS  REFRIGERADOS  CONGELADOS  SECOS  SALADOS O EN SALMUERA  EXCEPTO CARACOLES MARINOS  ANCAS DE RANA  FRESCAS  REFRIGERADAS O CONGELADAS,029,0,"PRODUCTOS DE LA AGRICULTURA, SILVICULTURA Y LA PESCA",02,ANIMALES VIVOS Y PRODUCTOS ANIMALES,029,OTROS PRODUCTOS ANIMALES,0294,CARACOLES   VIVOS  FRESCOS  REFRIGERADOS  CONGELADOS  SECOS  SALADOS O EN SALMUERA  EXCEPTO CARACOLES MARINOS  ANCAS DE RANA  FRESCAS  REFRIGERADAS O CONGELADAS,,
4,Clase,0295,PRODUCTOS COMESTIBLES DE ORIGEN ANIMAL  N.C.P.,029,0,"PRODUCTOS DE LA AGRICULTURA, SILVICULTURA Y LA PESCA",02,ANIMALES VIVOS Y PRODUCTOS ANIMALES,029,OTROS PRODUCTOS ANIMALES,0295,PRODUCTOS COMESTIBLES DE ORIGEN ANIMAL  N.C.P.,,
4,Clase,0296,MATERIAS ANIMALES SIN ELABORAR UTILIZADAS EN LA FABRICACION DE TEXTILES,029,0,"PRODUCTOS DE LA AGRICULTURA, SILVICULTURA Y LA PESCA",02,ANIMALES VIVOS Y PRODUCTOS ANIMALES,029,OTROS PRODUCTOS ANIMALES,0296,MATERIAS ANIMALES SIN ELABORAR UTILIZADAS EN LA FABRICACION DE TEXTILES,,
4,Clase,0297,CUEROS  PIELES Y PIELES FINAS  SIN CURTIR,029,0,"PRODUCTOS DE LA AGRICULTURA, SILVICULTURA Y LA PESCA",02,ANIMALES VIVOS Y PRODUCTOS ANIMALES,029,OTROS PRODUCTOS ANIMALES,0297,CUEROS  PIELES Y PIELES FINAS  SIN CURTIR,,
4,Clase,0298,CERAS DE INSECTOS Y ESPERMAS  ESTEN O NO REFINADAS O COLOREADAS,029,0,"PRODUCTOS DE LA AGRICULTURA, SILVICULTURA Y LA PESCA",02,ANIMALES VIVOS Y PRODUCTOS ANIMALES,029,OTROS PRODUCTOS ANIMALES,0298,CERAS DE INSECTOS Y ESPERMAS  ESTEN O NO REFINADAS O COLOREADAS,,
4,Clase,0299,SEMEN BOVINO,029,0,"PRODUCTOS DE LA AGRICULTURA, SILVICULTURA Y LA PESCA",02,ANIMALES VIVOS Y PRODUCTOS ANIMALES,029,OTROS PRODUCTOS ANIMALES,0299,SEMEN BOVINO,,
4,Clase,0311,TRONCOS DE MADERA DE CONIFERAS,031,0,"PRODUCTOS DE LA AGRICULTURA, SILVICULTURA Y LA PESCA",03,PRODUCTOS DE LA SILVICULTURA Y LA EXTRACCION DE MADERA,031,MADERA SIN ELABORAR,0311,TRONCOS DE MADERA DE CONIFERAS,,
4,Clase,0312,TRONCOS DE MADERA DE ESPECIES NO CONIFERAS,031,0,"PRODUCTOS DE LA AGRICULTURA, SILVICULTURA Y LA PESCA",03,PRODUCTOS DE LA SILVICULTURA Y LA EXTRACCION DE MADERA,031,MADERA SIN ELABORAR,0312,TRONCOS DE MADERA DE ESPECIES NO CONIFERAS,,
4,Clase,0313,LENA  EN TRONCOS  LENOS  HACES  RAMAS O EN FORMAS SIMILARES,031,0,"PRODUCTOS DE LA AGRICULTURA, SILVICULTURA Y LA PESCA",03,PRODUCTOS DE LA SILVICULTURA Y LA EXTRACCION DE MADERA,031,MADERA SIN ELABORAR,0313,LENA  EN TRONCOS  LENOS  HACES  RAMAS O EN FORMAS SIMILARES,,
4,Clase,0319,OTROS TIPOS DE MADERA SIN ELABORAR  (INCLUSO LENA  RODRIGONES  HENDIDOS Y ESTACAS),031,0,"PRODUCTOS DE LA AGRICULTURA, SILVICULTURA Y LA PESCA",03,PRODUCTOS DE LA SILVICULTURA Y LA EXTRACCION DE MADERA,031,MADERA SIN ELABORAR,0319,OTROS TIPOS DE MADERA SIN ELABORAR  (INCLUSO LENA  RODRIGONES  HENDIDOS Y ESTACAS),,
